Posted On,BHK,Rent,Size,Offered Floor,Total Floors,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent per Sq M,Avg Rent in Locality
2022-05-28,1,5000,400,4,5,Carpet Area,Keshtopur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,12.5,6600.0
2022-05-12,5,25000,1880,2,3,Carpet Area,Dashdrone,Kolkata,Unfurnished,Bachelors,2,Contact Owner,13.3,25000.0
2022-05-29,3,18000,850,1,2,Carpet Area,"Sangati Colony, Netaji Nagar",Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner,21.18,18000.0
2022-04-29,2,7000,600,1,1,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,11.67,6500.0
2022-04-23,2,15000,1000,1,2,Super Area,Bansdroni,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,15.0,13375.0
2022-04-28,2,20000,1000,2,2,Super Area,Anandapur,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,20.0,12500.0
2022-04-29,4,18000,1200,2,2,Super Area,Bagbazar,Kolkata,Unfurnished,Family,2,Contact Owner,15.0,18000.0
2022-04-25,1,6000,220,1,2,Super Area,"Bidhan Pally, Bansdroni",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,27.27,6000.0
2022-04-28,3,15000,1600,2,3,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,9.38,11000.0
2022-04-25,2,18000,1300,1,2,Super Area,Santoshpur,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,13.85,9987.5
2022-04-30,4,40000,1300,2,2,Super Area,Ballygunge,Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner,30.77,30250.0
2022-04-29,2,9000,900,1,1,Super Area,Keshtopur,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,10.0,6600.0
2022-04-24,3,12000,1000,1,1,Super Area,Khardah,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,12.0,12000.0
2022-04-23,2,20000,700,2,2,Super Area,Salt Lake City Sector 1,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,28.57,22857.14
2022-04-25,1,6500,450,4,4,Super Area,"Baishnabghata Patuli Township, Patuli",Kolkata,Unfurnished,Family,1,Contact Owner,14.44,7500.0
2022-04-23,1,15000,1000,3,3,Super Area,Barrackpore,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,15.0,9000.0
2022-04-27,2,9000,600,1,2,Super Area,Baghajatin,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,15.0,9111.11
2022-04-23,2,8000,650,2,2,Super Area,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,12.31,7214.29
2022-04-24,2,11000,1000,1,1,Super Area,"Anandapuri, Barrackpore",Kolkata,Furnished,Bachelors/Family,2,Contact Owner,11.0,8000.0
2022-04-23,3,36125,1700,1,2,Super Area,Salt Lake City,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,21.25,26640.62
2022-04-29,3,22000,1100,1,2,Super Area,Salt Lake City Sector 2,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,20.0,23187.5
2022-04-30,2,8000,650,3,3,Super Area,Baghajatin,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,12.31,9111.11
2022-04-27,2,6000,800,2,2,Super Area,"Chandannagar, Hooghly-Chinsurah",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,7.5,10500.0
2022-04-28,1,3300,175,1,2,Super Area,New Town,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,18.86,5333.33
2022-04-29,2,7500,675,1,2,Super Area,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,11.11,8062.5
2022-06-21,2,10000,700,1,4,Super Area,Malancha,Kolkata,Unfurnished,Bachelors,2,Contact Agent,14.29,7500.0
2022-06-21,1,5000,250,2,2,Super Area,Malancha,Kolkata,Unfurnished,Bachelors,1,Contact Agent,20.0,7500.0
2022-06-20,2,10000,800,1,2,Super Area,Behala,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,12.5,10900.0
2022-06-09,2,6000,660,2,2,Super Area,Behala,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,9.09,10900.0
2022-06-15,3,6500,1600,1,2,Super Area,Joka,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,4.06,6166.67
2022-06-25,2,6000,1000,1,3,Super Area,"Kodalia, Hooghly-Chinsurah",Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,6.0,6000.0
2022-06-22,2,8500,800,5,5,Super Area,Baguiati,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,10.62,9166.67
2022-06-25,2,12500,850,1,2,Super Area,"Rabindra Sarobar Area, Dhakuria",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,14.71,12500.0
2022-06-16,2,6000,550,1,2,Super Area,Vip Road,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,10.91,7000.0
2022-06-26,1,5000,600,3,5,Super Area,Behala,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8.33,10900.0
2022-06-06,2,10000,1300,1,1,Super Area,Kalikapur,Kolkata,Semi-Furnished,Family,2,Contact Owner,7.69,10000.0
2022-06-22,1,7500,150,1,2,Super Area,Salt Lake City,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,50.0,26640.62
2022-06-19,2,6000,1200,1,2,Super Area,Hooghly-Chinsurah,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,5.0,6000.0
2022-06-19,2,6000,1200,2,3,Super Area,Hooghly-Chinsurah,Kolkata,Semi-Furnished,Bachelors,2,Contact Owner,5.0,6000.0
2022-06-24,3,30000,2000,2,3,Super Area,Naihati,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,15.0,16000.0
2022-06-07,1,7500,680,2,3,Super Area,Jadavpur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,11.03,8083.33
2022-06-07,1,7500,680,1,2,Super Area,Jadavpur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,11.03,8083.33
2022-06-18,2,12500,950,2,4,Super Area,"Magnolia Prestige, Rajarhat",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,13.16,12500.0
2022-06-08,2,5500,500,1,2,Super Area,"Baishnabghata Patuli Township, Patuli",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,11.0,7500.0
2022-06-01,3,14500,1800,1,2,Super Area,Belghoria,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,8.06,8875.0
2022-06-21,6,20000,1000,1,2,Super Area,Sonarpur,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,20.0,10375.0
2022-06-22,2,6700,800,2,2,Super Area,"Baishnavghata patuli , house number s-300 Kolkata 700094",Kolkata,Furnished,Bachelors/Family,1,Contact Owner,8.38,6700.0
2022-06-25,2,22000,800,4,5,Super Area,"Hazra, Kalighat",Kolkata,Furnished,Bachelors/Family,1,Contact Agent,27.5,22000.0
2022-06-27,2,6500,450,2,3,Super Area,Ajoy Nagar,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,14.44,13750.0
2022-06-09,1,6000,500,1,1,Super Area,"New Garia, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,12.0,8333.33
2022-06-28,2,12000,1200,2,3,Super Area,Boral,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,10.0,12000.0
2022-06-23,1,3900,200,2,3,Super Area,Shyam Bazar,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,19.5,7550.0
2022-06-13,2,8000,650,1,1,Super Area,"Garia Station, Garia",Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,12.31,7214.29
2022-06-08,1,4700,250,2,3,Super Area,Kaikhali,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,18.8,6933.33
2022-06-08,1,4700,250,1,1,Super Area,"Dash Drone, Rajarhat Newtown",Kolkata,Furnished,Bachelors/Family,1,Contact Owner,18.8,4700.0
2022-06-24,2,16000,750,2,3,Super Area,"Rajdanga Gardens, Kasba",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,21.33,16000.0
2022-06-12,2,7000,1200,2,3,Super Area,Konnagar,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,5.83,5250.0
2022-06-05,2,2200,550,3,3,Super Area,Behala silpara,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,4.0,2200.0
2022-06-11,2,5500,280,2,3,Super Area,New Barrakpur,Kolkata,Unfurnished,Bachelors,1,Contact Owner,19.64,5500.0
2022-06-08,2,10000,700,2,2,Super Area,Benia Pukur,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,14.29,10000.0
2022-06-29,3,12000,1000,1,3,Super Area,E M Bypass,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,12.0,12000.0
2022-06-01,2,9000,800,2,2,Super Area,"New Garia, Garia",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,11.25,8333.33
2022-06-23,3,16500,1100,1,3,Super Area,Mominpur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,15.0,16500.0
2022-06-27,2,6500,670,2,3,Super Area,"Dunlop, Dakshineswar, Belgharia Expressway",Kolkata,Unfurnished,Family,1,Contact Owner,9.7,6500.0
2022-06-26,2,5000,392,1,2,Super Area,Jadavpur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,12.76,8083.33
2022-06-07,3,15000,1500,2,2,Super Area,"Biren Roy Road (W) Chowrashtra Behala, Raja Rammohan Roy Road",Kolkata,Unfurnished,Family,2,Contact Owner,10.0,15000.0
2022-06-12,1,4700,250,2,2,Super Area,Kaikhali,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,18.8,6933.33
2022-06-27,3,15000,1400,2,3,Super Area,Survey Park,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,10.71,15000.0
2022-06-24,1,6000,450,1,2,Super Area,Baghajatin,Kolkata,Unfurnished,Family,1,Contact Owner,13.33,9111.11
2022-06-21,1,6500,550,2,2,Super Area,Jyangra,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,11.82,10750.0
2022-06-04,1,3000,200,3,3,Super Area,Barasat,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,15.0,6200.0
2022-06-22,2,25000,1000,1,2,Super Area,"Tagore Park, Kasba",Kolkata,Furnished,Bachelors/Family,2,Contact Owner,25.0,25000.0
2022-06-30,2,7000,800,1,2,Super Area,Madhyam Gram,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8.75,6500.0
2022-06-17,1,18000,700,1,4,Super Area,Salt Lake City Sector 3,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,25.71,28600.0
2022-06-13,1,3500,1000,1,1,Super Area,Dum Dum Cantonment,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,3.5,4833.33
2022-06-16,2,16000,1250,1,1,Super Area,Kasba,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent,12.8,11230.77
2022-06-04,2,21000,700,1,2,Super Area,Lake Gardens,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,30.0,12566.67
2022-06-04,2,15000,839,2,3,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,17.88,8900.0
2022-06-25,2,7000,700,2,2,Super Area,"Haridevpur, Paschim Putiary",Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,10.0,13500.0
2022-06-19,2,12000,900,2,3,Super Area,Tollygunge,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,13.33,12625.0
2022-06-03,2,8000,600,1,2,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,13.33,8900.0
2022-06-11,3,8500,800,1,2,Super Area,Near DumDum Metro,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,10.62,8500.0
2022-06-19,2,7000,1000,1,3,Super Area,"Kumarpara, Narendrapur",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,7.0,8500.0
2022-06-17,2,8000,900,1,3,Super Area,Belghoria,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,8.89,8875.0
2022-06-24,1,6000,2160,2,2,Super Area,Kasba,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,2.78,11230.77
2022-06-16,2,6500,800,1,2,Super Area,Kanchrapara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,8.12,28250.0
2022-06-08,3,8000,800,3,3,Super Area,Bansdroni,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,10.0,13375.0
2022-06-28,3,9000,1700,2,2,Super Area,Panchanantala Road,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,5.29,9000.0
2022-06-12,2,15000,900,1,1,Super Area,"Park Circus, Ballygunge",Kolkata,Unfurnished,Bachelors,1,Contact Owner,16.67,11000.0
2022-06-26,1,6500,650,1,2,Super Area,Joka,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,10.0,6166.67
2022-06-29,2,4500,750,1,1,Super Area,Azadgarh,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,6.0,4500.0
2022-06-18,2,10000,900,1,3,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,11.11,11000.0
2022-06-06,3,25000,1100,3,3,Super Area,"Regent Estate, Bijoygarh",Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner,22.73,25000.0
2022-06-29,1,3500,200,0,4,Super Area,Baguihati,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,17.5,6375.0
2022-06-22,2,7000,700,3,3,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,10.0,11000.0
2022-06-21,2,8000,550,1,2,Super Area,"Kalabagan, Tollygunge",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,14.55,8000.0
2022-06-22,1,5000,500,1,1,Super Area,Rishra,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,10.0,5000.0
2022-06-29,3,12000,1100,1,2,Super Area,Rabindrapally Kestopur,Kolkata,Unfurnished,Bachelors,1,Contact Owner,10.91,12000.0
2022-06-29,1,3200,220,4,4,Super Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,14.55,6641.0
2022-06-08,1,3000,350,1,3,Super Area,Belghoria,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8.57,8875.0
2022-06-10,1,6500,400,1,2,Super Area,"Vivek Nagar, Garfa",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,16.25,6500.0
2022-06-25,2,14000,1100,2,3,Super Area,"Survey park, Santoshpur, kolkata",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,12.73,14000.0
2022-06-22,2,7200,830,1,3,Super Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8.67,6641.0
2022-06-01,1,7000,500,2,2,Super Area,Baranagar,Kolkata,Unfurnished,Bachelors,2,Contact Owner,14.0,6366.67
2022-06-15,2,12000,1200,1,1,Super Area,Hati Bagan - Bansdroni,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,10.0,12000.0
2022-06-29,2,8500,650,1,1,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,13.08,8900.0
2022-06-29,2,10000,850,2,2,Super Area,Agarpara,Kolkata,Unfurnished,Bachelors,2,Contact Owner,11.76,9125.0
2022-06-21,2,8000,700,3,3,Super Area,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors,2,Contact Agent,11.43,8333.33
2022-06-17,1,5000,420,3,4,Super Area,Em Bypass South East,Kolkata,Unfurnished,Bachelors,1,Contact Owner,11.9,5000.0
2022-06-21,2,10000,800,1,1,Super Area,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors,1,Contact Agent,12.5,8333.33
2022-06-11,2,8000,900,1,1,Super Area,"Teghoria, Baguiati",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,8.89,9250.0
2022-06-29,2,15000,600,1,2,Super Area,Agarpara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,25.0,9125.0
2022-06-18,2,7000,800,1,2,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8.75,6500.0
2022-06-26,3,8500,1430,1,2,Super Area,Baguihati,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,5.94,6375.0
2022-06-28,4,35000,800,1,1,Super Area,Behala,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner,43.75,10900.0
2022-06-03,1,6000,400,2,2,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,15.0,6500.0
2022-06-27,1,5500,400,1,1,Super Area,"Shyam Villa V, Dum Dum",Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,13.75,5500.0
2022-06-08,2,6000,900,1,3,Super Area,Baguiati,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,6.67,9166.67
2022-06-26,1,5500,200,2,3,Super Area,Jodhpur Park,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,27.5,5500.0
2022-06-01,2,10000,1200,1,3,Super Area,Sodepur,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,8.33,6641.0
2022-06-05,1,5200,220,1,2,Super Area,New Town,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,23.64,5333.33
2022-06-20,1,4000,350,1,2,Super Area,Behala,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,11.43,10900.0
2022-06-01,2,12000,950,1,2,Super Area,"Satgachi, South Dum Dum",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,12.63,12000.0
2022-06-24,3,7000,1200,1,3,Super Area,Hooghly-Chinsurah,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,5.83,6000.0
2022-06-24,1,7000,500,2,3,Super Area,"AH Block, Salt Lake",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,14.0,7000.0
2022-06-23,2,9500,570,1,3,Super Area,"Dhakuria -South East, Dhakuria",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,16.67,9500.0
2022-06-08,5,22500,960,1,1,Super Area,Kasba,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,23.44,11230.77
2022-06-13,3,20000,1200,3,4,Super Area,Bansdroni,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,16.67,13375.0
2022-06-14,2,9500,850,1,3,Super Area,Baguiati,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,11.18,9166.67
2022-06-17,2,10000,800,1,3,Super Area,Bansdroni,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,12.5,13375.0
2022-06-17,3,15000,830,4,4,Super Area,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,18.07,8062.5
2022-06-02,2,14000,1200,1,1,Super Area,"Sakuntala Park, Behala",Kolkata,Semi-Furnished,Family,2,Contact Owner,11.67,14000.0
2022-06-03,2,22000,1000,1,2,Super Area,Jheel Road,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,22.0,22000.0
2022-06-10,2,6000,1200,1,3,Super Area,Madhyam Gram,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,5.0,6500.0
2022-06-10,3,10000,1500,12,19,Super Area,Santoshpur,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,6.67,9987.5
2022-06-10,2,7000,450,1,2,Super Area,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,15.56,8062.5
2022-06-24,4,10000,1200,6,10,Super Area,Naihati,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,8.33,16000.0
2022-06-10,2,6000,500,12,14,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,12.0,8900.0
2022-06-22,2,8000,530,3,3,Super Area,Baghajatin,Kolkata,Semi-Furnished,Family,1,Contact Owner,15.09,9111.11
2022-06-17,2,6000,400,3,3,Super Area,"Baishnabghata Patuli Township, Patuli",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,15.0,7500.0
2022-06-27,2,12000,1000,1,2,Super Area,"Picnic Garden, Tiljala",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,12.0,12000.0
2022-06-08,2,6000,800,4,4,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,7.5,6500.0
2022-06-27,3,14000,1600,2,3,Super Area,Ramrajatala,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,8.75,14000.0
2022-06-20,1,2200,700,2,3,Super Area,Baranagar,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,3.14,6366.67
2022-06-28,2,10000,721,4,4,Super Area,Belgharia Nimta,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,13.87,10000.0
2022-06-08,2,45000,1320,-1,2,Super Area,Ballygunge,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,34.09,30250.0
2022-06-07,2,26000,800,2,2,Carpet Area,"Palm Avenue Kolkata, Ballygunge",Kolkata,Unfurnished,Bachelors,2,Contact Agent,32.5,26000.0
2022-06-20,2,10000,1000,2,3,Carpet Area,Natunhat,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,10.0,10000.0
2022-06-07,1,5000,400,1,2,Carpet Area,Keshtopur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,12.5,6600.0
2022-06-01,3,40000,1286,1,2,Carpet Area,New Town Action Area 1,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,31.1,40000.0
2022-06-09,2,11000,2000,1,3,Carpet Area,Behala Chowrasta,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,5.5,12333.33
2022-06-14,2,9000,400,3,3,Carpet Area,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors,2,Contact Owner,22.5,7214.29
2022-06-15,1,4000,300,1,4,Carpet Area,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,13.33,7214.29
2022-06-18,1,5300,355,1,2,Carpet Area,Dum Dum,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Agent,14.93,8062.5
2022-06-26,2,15000,900,1,2,Carpet Area,"Project Kaikhali, Vip Road",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,16.67,15000.0
2022-06-29,2,5000,500,1,2,Carpet Area,Baruipur,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,10.0,6375.0
2022-06-03,2,12500,800,2,3,Carpet Area,Shyam Bazar,Kolkata,Unfurnished,Bachelors,1,Contact Agent,15.62,7550.0
2022-06-10,2,21000,900,2,2,Carpet Area,Bansdroni,Kolkata,Semi-Furnished,Bachelors,2,Contact Owner,23.33,13375.0
2022-06-24,1,10000,270,2,2,Carpet Area,Jadavpur University,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,37.04,15000.0
2022-06-29,2,7200,630,1,1,Carpet Area,Birati,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,11.43,6900.0
2022-06-25,1,7500,450,2,3,Carpet Area,New Town,Kolkata,Unfurnished,Bachelors,1,Contact Owner,16.67,5333.33
2022-06-21,3,30000,1200,1,2,Carpet Area,VIP Road Haldiram,Kolkata,Unfurnished,Bachelors/Family,3,Contact Agent,25.0,30000.0
2022-06-04,2,10000,700,8,8,Carpet Area,Sarsuna,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,14.29,10000.0
2022-06-26,2,8000,1100,1,3,Carpet Area,Naihati,Kolkata,Unfurnished,Bachelors,1,Contact Owner,7.27,16000.0
2022-06-26,2,16000,850,2,4,Carpet Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors,1,Contact Agent,18.82,22857.14
2022-06-26,2,16000,850,2,2,Carpet Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors,1,Contact Agent,18.82,22857.14
2022-06-25,1,5000,450,3,4,Carpet Area,"Dum Dum Heights, Jessore Road",Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,11.11,5000.0
2022-06-03,2,18000,800,1,4,Carpet Area,Salt Lake City,Kolkata,Unfurnished,Bachelors,2,Contact Agent,22.5,26640.62
2022-06-27,2,12000,550,1,2,Carpet Area,Baghajatin,Kolkata,Semi-Furnished,Family,2,Contact Owner,21.82,9111.11
2022-06-23,2,10000,500,4,4,Carpet Area,"Rabindra Pally, Keshtopur",Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,20.0,7566.67
2022-06-13,2,15000,900,2,2,Carpet Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Agent,16.67,22857.14
2022-06-13,3,22000,1300,1,2,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors/Family,3,Contact Agent,16.92,23187.5
2022-06-13,4,35000,1600,2,5,Carpet Area,Salt Lake City Sector 3,Kolkata,Unfurnished,Bachelors/Family,3,Contact Agent,21.88,28600.0
2022-06-16,2,180000,950,1,1,Carpet Area,"Avenue S, Santoshpur",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,189.47,180000.0
2022-06-06,1,6000,600,5,9,Carpet Area,Pratiraksha Nagar,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,10.0,6000.0
2022-06-27,1,6000,300,1,1,Carpet Area,Tiljala Road,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,20.0,6000.0
2022-06-10,2,7000,400,1,2,Carpet Area,chatana,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,17.5,7000.0
2022-06-09,3,14000,840,2,4,Carpet Area,Mukundapur,Kolkata,Unfurnished,Bachelors,2,Contact Owner,16.67,14000.0
2022-06-19,1,6300,300,1,2,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,21.0,8700.0
2022-06-30,1,6000,300,1,1,Carpet Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,20.0,22857.14
2022-06-17,2,14000,751,3,4,Carpet Area,Baghajatin,Kolkata,Unfurnished,Bachelors,1,Contact Owner,18.64,9111.11
2022-06-26,2,9000,900,1,2,Carpet Area,Lake Town,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,10.0,11750.0
2022-06-23,2,5000,400,2,3,Carpet Area,Keshtopur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,12.5,6600.0
2022-06-13,2,17500,1000,1,2,Carpet Area,Salt Lake City,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Agent,17.5,26640.62
2022-06-11,2,8500,1000,1,1,Carpet Area,South Baksara,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8.5,8500.0
2022-06-25,2,8000,800,1,4,Carpet Area,Vip Road,Kolkata,Unfurnished,Bachelors,1,Contact Owner,10.0,7000.0
2022-06-30,3,20000,1000,1,2,Carpet Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,20.0,22857.14
